"ID","FIXED_ACIDITY","VOLATILE_ACIDITY","CITRIC_ACID","RESIDUAL_SUGAR","CHLORIDES","FREE_SULFUR_DIOXIDE","TOTAL_SULFUR_DIOXIDE","DENSITY","PH","SULPHATES","ALCOHOL","QUALITY"
4030,7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,"0"
4031,7.6,0.18,0.46,10.2,0.055,58,135,0.9968,3.14,0.43,9.9,"1"
4032,7.6,0.18,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2,"0"
4033,7.6,0.19,0.32,18.75,0.047,32,193,1.00014,3.1,0.5,9.3,"1"
4034,7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,"1"
4035,7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,"1"
4036,7.6,0.19,0.38,10.6,0.06,48,174,0.9962,3.13,0.38,10.5,"1"
4037,7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,"0"
4038,7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,"0"
4039,7.6,0.19,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8,"1"
4040,7.6,0.2,0.26,4.5,0.086,37,133,0.9963,3.15,0.42,9.2,"0"
4041,7.6,0.2,0.26,4.8,0.033,26,76,0.99076,2.98,0.49,12.3,"1"
4042,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,"1"
4043,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,"1"
4044,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,"1"
4045,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,"1"
4046,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,"1"
4047,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,"1"
4048,7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1,"1"
4049,7.6,0.2,0.34,1.8,0.041,42,148,0.99335,3.35,0.66,11.1,"1"
4050,7.6,0.2,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3,"1"
4051,7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8,"1"
4052,7.6,0.2,0.68,12.9,0.042,56,160,0.99841,3.05,0.41,8.7,"0"
4053,7.6,0.21,0.35,1.2,0.041,7,106,0.9914,3.06,0.45,11.3,"0"
4054,7.6,0.21,0.44,1.9,0.036,10,119,0.9913,3.01,0.7,12.8,"1"
4055,7.6,0.21,0.44,1.9,0.036,10,119,0.9913,3.01,0.7,12.8,"1"
4056,7.6,0.21,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1,"0"
4057,7.6,0.21,0.6,2.1,0.046,47,165,0.9936,3.05,0.54,10.1,"1"
4058,7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,"1"
4059,7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,"1"
4060,7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,"1"
4061,7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,"1"
4062,7.6,0.23,0.26,15.3,0.067,32,166,0.9986,3.03,0.44,9.2,"0"
4063,7.6,0.23,0.29,8.6,0.053,65,146,0.9963,3.11,0.32,9.8,"1"
4064,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,"0"
4065,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,"0"
4066,7.6,0.23,0.4,5.2,0.066,14,91,0.99488,3.17,0.8,9.7,"0"
4067,7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,"1"
4068,7.6,0.23,0.64,12.9,0.033,54,170,0.998,3,0.53,8.8,"0"
4069,7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,"1"
4070,7.6,0.25,0.34,1.3,0.056,34,176,0.99434,3.1,0.51,9.5,"0"
4071,7.6,0.25,1.23,4.6,0.035,51,294,0.99018,3.03,0.43,13.1,"1"
4072,7.6,0.26,0.32,1.3,0.048,23,76,0.9903,2.96,0.46,12,"1"
4073,7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4,"0"
4074,7.6,0.26,0.47,1.6,0.068,5,55,0.9944,3.1,0.45,9.6,"0"
4075,7.6,0.26,0.58,7.9,0.041,62,180,0.9966,3.07,0.38,9,"0"
4076,7.6,0.27,0.24,3.8,0.058,19,115,0.9958,3.15,0.45,8.9,"0"
4077,7.6,0.27,0.25,13.9,0.05,45,199,0.9984,3.34,0.5,9.8,"1"
4078,7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,"0"
4079,7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,"0"
4080,7.6,0.27,0.3,9.2,0.018,23,96,0.9938,3.08,0.29,11,"1"
4081,7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,"0"
4082,7.6,0.27,0.33,2,0.059,19,175,0.9944,3.22,0.56,9.9,"0"
4083,7.6,0.27,0.34,5,0.04,18,56,0.99084,3.06,0.48,12.4,"1"
4084,7.6,0.27,0.42,2.6,0.044,29,110,0.9912,3.31,0.51,12.7,"1"
4085,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,"1"
4086,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,"1"
4087,7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,"0"
4088,7.6,0.28,0.39,1.2,0.038,21,115,0.994,3.16,0.67,10,"1"
4089,7.6,0.28,0.39,1.9,0.052,23,116,0.9941,3.25,0.4,10.4,"1"
4090,7.6,0.28,0.49,20.15,0.06,30,145,1.00196,3.01,0.44,8.5,"0"
4091,7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2,"0"
4092,7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2,"0"
4093,7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,"0"
4094,7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,"0"
4095,7.6,0.29,0.29,4.4,0.051,26,146,0.9939,3.16,0.39,10.2,"0"
4096,7.6,0.29,0.42,1.3,0.035,18,86,0.9908,2.99,0.39,11.3,"0"
4097,7.6,0.29,0.49,9.6,0.03,45,197,0.9938,3.13,0.38,12.3,"1"
4098,7.6,0.29,0.58,17.5,0.041,51,225,0.9997,3.16,0.66,9.5,"1"
4099,7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,"1"
4100,7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,"1"
4101,7.6,0.3,0.25,4.3,0.054,22,111,0.9956,3.12,0.49,9.2,"0"
4102,7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,"1"
4103,7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,"1"
4104,7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,"0"
4105,7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,"0"
4106,7.6,0.3,0.38,2.1,0.043,10,98,0.99296,3.17,0.65,11,"0"
4107,7.6,0.3,0.4,2.2,0.054,29,175,0.99445,3.19,0.53,9.8,"0"
4108,7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,"0"
4109,7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,"0"
4110,7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,"1"
4111,7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,"1"
4112,7.6,0.31,0.26,1.7,0.073,40,157,0.9938,3.1,0.46,9.8,"0"
4113,7.6,0.31,0.27,5.8,0.036,23,109,0.99399,3.34,0.54,11,"1"
4114,7.6,0.31,0.27,8.8,0.021,57,156,0.99442,3.08,0.38,11,"1"
4115,7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,"0"
4116,7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,"0"
4117,7.6,0.31,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8,"1"
4118,7.6,0.31,0.49,13.4,0.062,50,191,0.9989,3.22,0.53,9,"0"
4119,7.6,0.31,0.52,13.2,0.042,61,148,0.99839,2.98,0.47,9.1,"1"
4120,7.6,0.32,0.25,9.5,0.03,15,136,0.99367,3.1,0.44,12.1,"1"
4121,7.6,0.32,0.34,18.35,0.054,44,197,1.0008,3.22,0.55,9,"0"
4122,7.6,0.32,0.35,1.6,0.092,24,138,0.99438,3.19,0.44,9.8,"0"
4123,7.6,0.32,0.36,1.6,0.04,32,155,0.993,3.23,0.52,11.3,"1"
4124,7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,"0"
4125,7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,"0"
4126,7.6,0.33,0.35,6.3,0.036,12,126,0.9924,3.16,0.39,12,"1"
4127,7.6,0.33,0.36,2.1,0.034,26,172,0.9944,3.42,0.48,10.5,"0"
4128,7.6,0.33,0.41,13.7,0.045,44,197,0.9989,3.18,0.64,9.1,"0"
4129,7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,"1"
4130,7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,"1"
4131,7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,"0"
4132,7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,"0"
4133,7.6,0.35,0.46,14.7,0.047,33,151,0.99709,3.03,0.53,10.3,"0"
4134,7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2,"0"
4135,7.6,0.36,0.44,8.3,0.255,28,142,0.9958,3.12,0.43,10.2,"1"
4136,7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,"0"
4137,7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,"0"
4138,7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,"0"
4139,7.6,0.37,0.34,3.2,0.028,42,162,0.9903,3.01,0.33,12.4,"1"
4140,7.6,0.37,0.51,11.7,0.094,58,181,0.99776,2.91,0.51,9,"0"
4141,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,"0"
4142,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,"0"
4143,7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,"1"
4144,7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,"1"
4145,7.6,0.39,0.22,2.8,0.036,19,113,0.9926,3.03,0.29,10.2,"0"
4146,7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,"1"
4147,7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,"1"
4148,7.6,0.39,0.46,11.7,0.084,55,170,0.99773,2.91,0.51,9,"0"
4149,7.6,0.4,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6,"0"
4150,7.6,0.4,0.27,5.2,0.03,32,101,0.99172,3.22,0.62,12.3,"1"
4151,7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10,"1"
4152,7.6,0.47,0.49,13,0.239,42,220,0.9988,2.96,0.51,9.2,"0"
4153,7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,"0"
4154,7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,"0"
4155,7.6,0.48,0.31,9.4,0.046,6,194,0.99714,3.07,0.61,9.4,"0"
4156,7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5,"1"
4157,7.6,0.48,0.37,0.8,0.037,4,100,0.9902,3.03,0.39,11.4,"0"
4158,7.6,0.48,0.37,1.2,0.034,5,57,0.99256,3.05,0.54,10.4,"0"
4159,7.6,0.51,0.24,1.2,0.04,10,104,0.992,3.05,0.29,10.8,"1"
4160,7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,"1"
4161,7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,"1"
4162,7.6,0.54,0.23,2,0.029,13,151,0.9931,3.04,0.33,10.4,"0"
4163,7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,"0"
4164,7.6,0.67,0.14,1.5,0.074,25,168,0.9937,3.05,0.51,9.3,"0"
4165,7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,"1"
4166,7.7,0.12,0.32,1.4,0.06,47,150,0.9952,3.37,0.42,9.2,"1"
4167,7.7,0.15,0.29,1.3,0.029,10,64,0.9932,3.35,0.39,10.1,"0"
4168,7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2,"1"
4169,7.7,0.16,0.41,1.7,0.048,60,173,0.9932,3.24,0.66,11.2,"1"
4170,7.7,0.16,0.49,2,0.056,20,124,0.9948,3.32,0.49,10.7,"1"
4171,7.7,0.17,0.52,5.9,0.017,21,84,0.9929,3.14,0.4,11.9,"1"
4172,7.7,0.18,0.3,1.2,0.046,49,199,0.99413,3.03,0.38,9.3,"0"
4173,7.7,0.18,0.35,5.8,0.055,25,144,0.99576,3.24,0.54,10.2,"1"
4174,7.7,0.18,0.53,1.2,0.041,42,167,0.9908,3.11,0.44,11.9,"0"
4175,7.7,0.2,0.44,13.9,0.05,44,130,0.99855,3.11,0.48,10,"1"
4176,7.7,0.22,0.42,1.9,0.052,10,87,0.9922,3.3,0.49,11.8,"1"
4177,7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,"1"
4178,7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,"1"
4179,7.7,0.24,0.27,1.8,0.051,52,190,0.9928,3.23,0.5,10.8,"1"
4180,7.7,0.24,0.29,15.3,0.044,39,194,0.9982,3.06,0.47,9.6,"1"
4181,7.7,0.24,0.3,1.4,0.041,15,102,0.9929,3.26,0.53,10.4,"1"
4182,7.7,0.24,0.31,1.3,0.047,33,106,0.993,3.22,0.55,10.8,"1"
4183,7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,"0"
4184,7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,"0"
4185,7.7,0.25,0.43,4.5,0.062,20,115,0.9966,3.38,0.5,9.9,"1"
4186,7.7,0.25,0.49,2.5,0.047,31,169,0.99252,3.07,0.57,10.6,"1"
4187,7.7,0.26,0.31,1.3,0.043,47,155,0.9937,3.42,0.5,10.1,"1"
4188,7.7,0.26,0.32,1.2,0.04,26,117,0.993,3.21,0.56,10.8,"0"
4189,7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5,"1"
4190,7.7,0.26,0.4,1.1,0.042,9,60,0.9915,2.89,0.5,10.6,"0"
4191,7.7,0.26,0.51,2.6,0.045,26,159,0.99126,3,0.5,11.2,"1"
4192,7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,"1"
4193,7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,"1"
4194,7.7,0.27,0.35,5.3,0.03,30,117,0.992,3.11,0.42,12.2,"1"
4195,7.7,0.27,0.49,1.8,0.041,23,86,0.9914,3.16,0.42,12.5,"1"
4196,7.7,0.27,0.49,3.8,0.037,46,139,0.99116,3.04,0.38,11.6,"1"
4197,7.7,0.27,0.61,12,0.046,64,179,0.9982,3.07,0.46,8.9,"0"
4198,7.7,0.275,0.3,1,0.039,19,75,0.992,3.01,0.56,10.7,"0"
4199,7.7,0.28,0.24,2.4,0.044,29,157,0.99312,3.27,0.56,10.6,"1"
4200,7.7,0.28,0.29,4.3,0.051,25,142,0.9939,3.16,0.39,10.2,"0"
4201,7.7,0.28,0.29,6.9,0.041,29,163,0.9952,3.44,0.6,10.5,"1"
4202,7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7,"1"
4203,7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7,"1"
4204,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,"0"
4205,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,"0"
4206,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,"0"
4207,7.7,0.28,0.39,8.9,0.036,8,117,0.9935,3.06,0.38,12,"1"
4208,7.7,0.28,0.58,12.1,0.046,60,177,0.9983,3.08,0.46,8.9,"0"
4209,7.7,0.28,0.63,11.1,0.039,58,179,0.9979,3.08,0.44,8.8,"0"
4210,7.7,0.29,0.29,4.8,0.06,27,156,0.99572,3.49,0.59,10.3,"1"
4211,7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,"1"
4212,7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,"1"
4213,7.7,0.3,0.23,2,0.068,28,138,0.99382,3.11,0.62,9.8,"0"
4214,7.7,0.3,0.26,18.95,0.053,36,174,0.99976,3.2,0.5,10.4,"0"
4215,7.7,0.3,0.32,1.6,0.037,23,124,0.9919,2.93,0.33,11,"1"
4216,7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,"1"
4217,7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,"1"
4218,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,"0"
4219,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,"0"
4220,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,"0"
4221,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,"0"
4222,7.7,0.31,0.23,2,0.069,29,134,0.99382,3.11,0.62,9.8,"0"
4223,7.7,0.31,0.26,7.8,0.031,23,90,0.9944,3.13,0.5,10.4,"0"
4224,7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12,"0"
4225,7.7,0.32,0.48,2.3,0.04,28,114,0.9911,3.2,0.52,12.8,"1"
4226,7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,"0"
4227,7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,"0"
4228,7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,"1"
4229,7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,"1"
4230,7.7,0.34,0.27,8.8,0.063,39,184,0.9969,3.09,0.63,9.2,"1"
4231,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,"1"
4232,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,"1"
4233,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,"1"
4234,7.7,0.34,0.3,8,0.048,25,192,0.9951,2.97,0.47,10.9,"0"
4235,7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,"0"
4236,7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,"0"
4237,7.7,0.35,0.46,11.8,0.088,61,183,0.99786,2.86,0.47,9,"0"
4238,7.7,0.35,0.49,8.65,0.033,42,186,0.9931,3.14,0.38,12.4,"1"
4239,7.7,0.38,0.23,10.8,0.03,28,95,0.99164,2.93,0.41,13.6,"1"
4240,7.7,0.38,0.4,2,0.038,28,152,0.9906,3.18,0.32,12.9,"1"
4241,7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,"1"
4242,7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,"1"
4243,7.7,0.39,0.3,5.2,0.037,29,131,0.9943,3.38,0.44,11,"1"
4244,7.7,0.39,0.34,10,0.056,35,178,0.9974,3.26,0.6,10.2,"0"
4245,7.7,0.39,0.49,7.7,0.036,11,110,0.9966,3.33,0.76,10,"1"
4246,7.7,0.4,0.27,4.5,0.034,27,95,0.99175,3.21,0.59,12.3,"1"
4247,7.7,0.42,0.31,9.2,0.048,22,221,0.9969,3.06,0.61,9.2,"1"
4248,7.7,0.42,0.38,8.1,0.061,49,144,0.9966,3.4,0.58,11,"1"
4249,7.7,0.43,0.28,4.5,0.046,33,102,0.9918,3.16,0.56,12.2,"1"
4250,7.7,0.43,0.37,10,0.169,22,210,0.99776,3.02,0.64,9.5,"0"
4251,7.7,0.43,1,19.95,0.032,42,164,0.99742,3.29,0.5,12,"1"
4252,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,"1"
4253,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,"1"
4254,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,"1"
4255,7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,"1"
4256,7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,"1"
4257,7.7,0.49,1,19.6,0.03,28,135,0.9973,3.24,0.4,12,"1"
4258,7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9,"0"
4259,7.8,0.15,0.24,7.7,0.047,21,98,0.9951,2.94,0.31,9.6,"1"
4260,7.8,0.15,0.34,1.1,0.035,31,93,0.99096,3.07,0.72,11.3,"1"
4261,7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,"1"
4262,7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,"1"
4263,7.8,0.17,0.23,1.7,0.029,39,128,0.99272,3.37,0.41,10.7,"1"
4264,7.8,0.17,0.5,1.3,0.045,35,140,0.9904,3.16,0.4,12,"1"
4265,7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,"1"
4266,7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,"1"
4267,7.8,0.18,0.46,12.6,0.042,41,143,1,3.24,0.76,8.5,"1"
4268,7.8,0.18,0.46,13.6,0.052,38,118,0.998,3.15,0.5,10,"1"
4269,7.8,0.19,0.26,8.9,0.039,42,182,0.996,3.18,0.46,9.9,"1"
4270,7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,"1"
4271,7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,"1"
4272,7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,"1"
4273,7.8,0.2,0.24,1.6,0.026,26,189,0.991,3.08,0.74,12.1,"1"
4274,7.8,0.2,0.28,10.2,0.054,78,186,0.997,3.14,0.46,10,"1"
4275,7.8,0.2,0.32,5,0.016,31,101,0.99186,2.99,0.39,11,"1"
4276,7.8,0.21,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1,"0"
4277,7.8,0.21,0.34,11.9,0.039,55,140,0.9959,3.02,0.31,10.3,"1"
4278,7.8,0.21,0.39,1.8,0.034,62,180,0.991,3.09,0.75,12.6,"1"
4279,7.8,0.21,0.49,1.2,0.036,20,99,0.99,3.05,0.28,12.1,"1"
4280,7.8,0.21,0.49,1.35,0.052,6,48,0.9911,3.15,0.28,11.4,"0"
4281,7.8,0.22,0.26,9,0.047,38,132,0.997,3.25,0.53,10.2,"1"
4282,7.8,0.22,0.36,1.4,0.056,21,153,0.993,3.2,0.53,10.4,"1"
4283,7.8,0.22,0.38,10.3,0.059,28,99,0.9967,3.12,0.47,10,"1"
4284,7.8,0.23,0.28,4.75,0.042,45,166,0.9928,2.96,0.4,11.5,"0"
4285,7.8,0.24,0.18,6.7,0.046,33,160,0.9963,3.2,0.56,9.8,"1"
4286,7.8,0.24,0.32,12.2,0.054,42,138,0.9984,3.01,0.54,8.8,"0"
4287,7.8,0.24,0.38,2.1,0.058,14,167,0.994,3.21,0.55,9.9,"0"
4288,7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,"1"
4289,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,"0"
4290,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,"0"
4291,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,"0"
4292,7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,"0"
4293,7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,"0"
4294,7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10,"1"
4295,7.8,0.26,0.27,1.9,0.051,52,195,0.9928,3.23,0.5,10.9,"1"
4296,7.8,0.26,0.31,3.6,0.025,22,100,0.99066,2.99,0.47,12.1,"1"
4297,7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,"0"
4298,7.8,0.26,0.49,3.1,0.045,21,116,0.9931,3.16,0.35,10.3,"0"
4299,7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,"1"
4300,7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,"1"
4301,7.8,0.26,0.74,7.5,0.044,59,160,0.996,3.22,0.64,10,"1"
4302,7.8,0.27,0.28,1.8,0.05,21,127,0.9934,3.15,0.44,9.9,"0"
4303,7.8,0.27,0.33,2.4,0.053,36,175,0.992,3.2,0.55,11,"1"
4304,7.8,0.27,0.34,1.6,0.046,27,154,0.9927,3.05,0.45,10.5,"1"
4305,7.8,0.27,0.35,1.2,0.05,36,140,0.99138,3.09,0.45,11.2,"0"
4306,7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,"1"
4307,7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,"1"
4308,7.8,0.28,0.22,1.4,0.056,24,130,0.9944,3.28,0.48,9.5,"0"
4309,7.8,0.28,0.25,3.4,0.024,27,99,0.98959,2.98,0.37,13,"1"
4310,7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,"0"
4311,7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,"0"
4312,7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3,"1"
4313,7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,"1"
4314,7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,"1"
4315,7.8,0.28,0.49,1.3,0.046,27,142,0.9936,3.09,0.59,10.2,"0"
4316,7.8,0.29,0.22,9.5,0.056,44,213,0.99715,3.08,0.61,9.3,"1"
4317,7.8,0.29,0.29,3.15,0.044,41,117,0.99153,3.24,0.35,11.5,"0"
4318,7.8,0.29,0.33,8.75,0.035,33,181,0.9962,3.11,0.46,10.7,"0"
4319,7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,"1"
4320,7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,"1"
4321,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,"1"
